Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01510","Pommes de terre","2023","2023","kg/ha","6027.5","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01510","Pommes de terre","2023","2023","tonnes","251036.76","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01346","Prunes et prunelles","2023","2023","ha","482","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01346","Prunes et prunelles","2023","2023","kg/ha","4955.1","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01346","Prunes et prunelles","2023","2023","tonnes","2390.23","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01330","Raisins","2023","2023","ha","2529","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01330","Raisins","2023","2023","kg/ha","5422.3","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01330","Raisins","2023","2023","tonnes","13712.15","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","0113","Riz","2023","2023","ha","2070335","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","0113","Riz","2023","2023","kg/ha","2471.9","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","0113","Riz","2023","2023","tonnes","5117636","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01929.05","Sisal, brut","2023","2023","ha","13888","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01929.05","Sisal, brut","2023","2023","kg/ha","1266.2","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01929.05","Sisal, brut","2023","2023","tonnes","17585.46","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","0114","Sorgho","2023","2023","ha","2466","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","0114","Sorgho","2023","2023","kg/ha","558.7","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","0114","Sorgho","2023","2023","tonnes","1378.01","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01802","Sucre, canne","2023","2023","ha","101996","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01802","Sucre, canne","2023","2023","kg/ha","31518.7","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01802","Sucre, canne","2023","2023","tonnes","3214794.32","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01970","Tabacs bruts ou non fabriqués","2023","2023","ha","1502","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01970","Tabacs bruts ou non fabriqués","2023","2023","kg/ha","611.5","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01970","Tabacs bruts ou non fabriqués","2023","2023","tonnes","918.31","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01550","Taro","2023","2023","ha","38369","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01550","Taro","2023","2023","kg/ha","5988.3","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01550","Taro","2023","2023","tonnes","229761.99","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01234","Tomates, fraiches","2023","2023","ha","4885","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01234","Tomates, fraiches","2023","2023","kg/ha","8340","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01234","Tomates, fraiches","2023","2023","tonnes","40739.46","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5312","Superficie récoltée","01658","Vanille, brut","2023","2023","ha","74244","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5412","Rendement","01658","Vanille, brut","2023","2023","kg/ha","41.9","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","01658","Vanille, brut","2023","2023","tonnes","3113.57","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21170.02","Viande de gibier, fraîche, réfrigérée ou congelée","2023","2023","tonnes","7539.81","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5417","Rendement/Poids Carcasse","21115","Viande ovine, fraîche ou réfrigérée","2023","2023","kg/Tête","18","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21115","Viande ovine, fraîche ou réfrigérée","2023","2023","tonnes","1497.78","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5417","Rendement/Poids Carcasse","21111.01","Viande, bovine, fraîche ou réfrigérée","2023","2023","kg/Tête","125","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21111.01","Viande, bovine, fraîche ou réfrigérée","2023","2023","tonnes","29975.01","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5424","Rendement/Poids Carcasse","21122","Viande, canard, fraîche ou réfrigérée","2023","2023","g/Tête","2000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21122","Viande, canard, fraîche ou réfrigérée","2023","2023","tonnes","12715.97","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5417","Rendement/Poids Carcasse","21116","Viande, caprin, fraîche ou réfrigérée","2023","2023","kg/Tête","18","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21116","Viande, caprin, fraîche ou réfrigérée","2023","2023","tonnes","4458.28","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5417","Rendement/Poids Carcasse","21118.01","Viande, cheval, fraîche ou réfrigérée","2023","2023","kg/Tête","170","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21118.01","Viande, cheval, fraîche ou réfrigérée","2023","2023","tonnes","5.32","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5424","Rendement/Poids Carcasse","21124","Viande, dinde, fraîche ou réfrigérée","2023","2023","g/Tête","3037","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21124","Viande, dinde, fraîche ou réfrigérée","2023","2023","tonnes","10334.41","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5424","Rendement/Poids Carcasse","21114","Viande, leporidés, fraîche ou réfrigérée","2023","2023","g/Tête","1200","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21114","Viande, leporidés, fraîche ou réfrigérée","2023","2023","tonnes","790.94","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5424","Rendement/Poids Carcasse","21123","Viande, oie, fraîche ou réfrigérée","2023","2023","g/Tête","3000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21123","Viande, oie, fraîche ou réfrigérée","2023","2023","tonnes","12779.05","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5424","Rendement/Poids Carcasse","21121","Viande, poulet, fraîche ou réfrigérée","2023","2023","g/Tête","800","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2023","2023","tonnes","54965.54","I","Valeur imputée",""
"QCL","Cultures et produits animaux","450","Madagascar","5417","Rendement/Poids Carcasse","21113.01","Viande, suidés, fraîche ou réfrigérée","2023","2023","kg/Tête","70","E","Valeur estimée",""
"QCL","Cultures et produits animaux","450","Madagascar","5510","Production","21113.01","Viande, suidés, fraîche ou réfrigérée","2023","2023","tonnes","31399.78","I","Valeur imputée",""
